path,status,reason,size_bytes,sha256,deleted_at_utc
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1717,84f976b3507c7e867d81fb7eb1aaba787e3235f090b1808101262fbe0d15ebef,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1742,876444b00c7e7455f71029e8bf7caf27d05a156880bf189128671f18990196f7,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1744,5fe7b045bcfb28f6ae811bfc2522b5b036bf64d10d14934cbc19e08c7caf2e6b,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1775,dfb388de075dec335599d6734931d50945a773da3524fa5c90dd85b34f34c796,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1886,a7b99c95cffb252707e5965bb9dc5cd97fe8f8476f4b7b4d74624a03200e9f34,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1926,9e4cb8b8bade88047d8126e30486f095ef2650efa0f3d02e85929cb2c30dd643,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1783,b8233cc7b4a536623ae2e3661510158ff1a24ba68ce633cb61505476c0cb791c,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_3_long_random_forest_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1810,5af19fd32e16a782f2501b7949e0be8508923659edb3f789b879f36783f243de,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_knn_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1732,53f19efddc795534becc120a23d62e8fc2081e3ea5a0f2fb0d0e5d4202406557,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_knn_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1774,6678a9b59d6067e4bc6393af40c329f01b50cd0b66d68efe3dd5af37847352ef,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1726,0a3e42e7b803554baa35b1ed7d02f4b53fccb2915b06f059e8578aeef8666120,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1753,38eec9b07e939ae57b430c7ef0dad684af539e39f33df5e487accef96b5bd83f,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1753,4c836facd8cbf193d8f080856dbd9f9cdb18daea600cc37e9daf900593c072e1,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1779,ab2fbef1c7128290a27337dd7a094293a31ff5c02459a70220b8da71d1e5b421,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1909,7e24d6a4168816d6540b1c39abc4e74081e3438f488534a3b4a58c9e6197afa3,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1930,e1f548168005c4ca288f2977cdfffc01e22aae551b176bc37b9823d943376c0f,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1792,fcac399cc2ae6326590f9381899d4ea78f724f1c5ff91ca74da7749a9e1d07cb,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_5_masked_short_random_forest_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1817,260d9ee0a1f4ad895883734e5f8672617fe05fa43e89e24c585513c9ff145f1f,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_knn_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1748,2c2295c05de3fe77eb9f42f1fa97ac0111111e280d8f0aa1d0ce945bd9206f6e,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_knn_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1777,34100cdd3f2251f58dffdfba63a95924d900d3ff8ef14e89cbfb5a05cf032362,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1725,9fe136efa55d9f69984fd082bacf379db90f966cc2657b94796f2fd3d38f1552,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1749,3dc82b046292ce439896ba260a9e64b600bc35bd1449c7c38f36aa69da8368fb,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1752,01b796de90c905c93de52ad907c9e8f7b2e6934a273f51e1e572818651fbf9ce,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1778,125bc8ce058c84b4dafb6e85ea4536d09e6aff203672d7938ff07ad01e46a2f1,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1905,a13f2e84ca37fd87e0f760b73739726bf3b030963f4455f0b9c6a097e7064c20,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1934,b999e0a5ca3f9eb7ad48c471fd57531e03f974d61493da84cd6314746c29f941,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1788,cdcbe5a97720038e54e6ef0f9c58bb786c13e88554e8618c1adf483ac23c1fae,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_input_6_masked_long_random_forest_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1815,1d029886d4d16cae6b39ac72ec563e5b1e51dd89ed09b95a5fe3baa3b1f850fe,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_knn_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1737,e9dd0d27c04f9c602a847b160e6aa146debe690f5c0d6c8be6d3ad2db50945bd,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_knn_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1763,af66996af56f77505ecd10792da32e467546a2af37f8256ba040d24542e9ff80,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1711,77a990ec2b45d22a8b9e6e1d953d5b734d3a60f617ad83eadcf7631322b9b641,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1735,c0ad47e74b9cfe257360ca64d0aac8a909b2ec9f5f9f96b078171eb045d4b84d,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1740,76014d23ee8d2651a169841121691a71e3a96c340f48e234fabc4bb6b0e85934,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1766,4ddcc4c56ceab598fd97f3d7a7798a9e1956c6ee5975a5908a63fa5e95a22228,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1890,27b1b5647c3a59c276ec49342ee4dc3fd195abad5dafd1eb41a846f0adf76aeb,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1901,099f7b4e5d61ab013816e3aa8f0a8d91b20d76891b9b1cedcb9ee375292d707d,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1779,50667501a4d97294ebff38ed37ff4a1487f78879910e80802bdea9f2808fdf3a,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/bge_m3_text_plain_random_forest_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1798,69fdc9f6fd72586e7cd7b80a6a9488e6e92f3912b2c8e789191236dcda7830cb,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_knn_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1759,e431bc3793892545f59b618806adfe596917c303550d50f6d77fa04cff9523df,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_knn_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1785,eea62e6623b9ca0b66149ef35294c38af3970b405613e5c586fded4bd3af1151,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1741,6a3a628c3787d2b9eb4a2ff4c0c023bb1ab33a0b7b46a75221753af948d9f9ef,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1764,9a9d839d313bd44da856d4a68572e22ce89dc8f7a0e35b79fda8aa2c354aa494,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1763,4651808c0edcc327f944499c050378aba694d78a1ece1c3c3ddf5a8b6060625f,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1794,f8c0da1dda110badf1f60a200db417fb67967cb048b4a5d79d0670fea019626b,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1917,bf614a692c07ca815028c3ad0ff351607a67544314ac5e65e71b76534b5b5c9b,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1941,b4758a06982eab0412dbbac53d4ba3140b1c6eae72c7c7c40b1b9d355448acc1,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1802,8b7e2ab41d592065ad149ac7cd6198571ff60581949ecdcbdf87ad3a877dc909,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_2_short_random_forest_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1826,422f5e83e258e0fbd7c047c095d9024ae9de510b480c42ebd045908b01bc7f13,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_knn_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1759,3b20355c664df716f112649654420ebf3eb836c037e7f4e0fae4a2d1a87c7d4c,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_knn_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1786,d61c309467ac65affca1907402517a9c6b480d2c94bf0c07230a916bc4ef7f02,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1738,c6d334d6f3398a4ffa9dab7ca4ceb2e13b12ffc49582e664494658e04ba9bf38,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1766,bc86244c29eb02fd6c73c80594ad64a4cd0398e51a8d78346f4448dc744550c1,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1763,7821ca39e78c49d1cd2ca0275b1b6099aee5090355961d93ff8fa3b602a08c35,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1790,bf0e3d74fcd29d62160a35c213ed521091dd0c9a67b6c12bb62717db7bb2adbe,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1777,780ef0fef51ed7d8c3b73d7e72acc96a8b048e9b8b6ef92e64f4389c630270d8,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1926,1cc8255aa38a9aad1965427dd2d0d10cb8abf46f847c21eddf195bf3797a56dc,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1800,a1b693eed0f5afa63b8f2d7ebb22d558beaf5858648e90f8f47b5b3d074e33de,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_3_long_random_forest_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1827,11c3336085f5e97c47d0a1295755b348354b3daaaa4665fc4d6e0ef8c1061eda,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_knn_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1753,a0e4c49364753a15a443eb85eb86bbe150176b395643984ad7feaba7eb49d0c7,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_knn_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1792,1b5c2bb3997e7cbf016c3824c622384f01322caa978d11012f11e6a000c14724,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1744,7e90f0c1a09e12e7ffc888acde3cfe8f4e6cf0ed743bb3b63bafb9bca8c951b5,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1773,c4f6b118931be3550d9162426e96514538d0a0f15fe431ae3ef3b7d562e085af,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1768,3189eb315ae0dcd704b82a9e2a9add08017f6a8a1ea9129b0682c5f38f2f1812,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1795,a56a6f4a5d2ca0fe3dc717bb32926176fb964668de8b7b7891db13e2777ab111,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1906,5afeab24657135cf880c9fa1cea37c1233605d73524c31c599ce33d2262293e9,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1948,e18908d26b5be51c82b416e648e847ec4985671a70097be8902c611086eb1e03,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1808,904c1337ce3e190fc263104cbd7e7ea5e6f766cf956338ae04c4367ec51c5dc8,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_5_masked_short_random_forest_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1833,df629ae4cc2b2f158bc7ee44e229917c01d987d4d7bb863db5a7bde17e2b363f,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_knn_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1766,718445f3aa5baade07420357a2aabd910ca5e916ca80c0606a3b5d754993bc71,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_knn_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1792,22154afb934656853117245940c1f38744911dea19f53a65fb9f7db5158e6fc7,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_linear_svm_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1741,8b9f0177f32f8f700d48f88a68f3aa6e2d89ea65654641c80466028fc0b94179,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_linear_svm_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1771,cfd9c1cafa20297a0d4033dc26538f8d9666de8a5e711bd072b25e69f1b04a3d,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_logistic_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1756,18527865705019ed6160cbbfaf927115892674101fa601135d58ae370f958fa8,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_logistic_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1797,a8cae08c17e1d079dfbe34312964de57e66e55a506f374fc5b96a3f3cff768f8,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_mlp_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1783,685b3fa18db536e55481ccc6bdb8512785d052ac74cd0402dc5235b6ef6f359e,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_mlp_pca_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1947,8ea5e70cbf5aa329c1b03817da78ac5cb793423795c3b23fd82fcbca75211723,2026-08-10T01:37:59.567414+00:00
reports/classification/time_aligned_prompt_embeddings/roberta_text_input_6_masked_long_random_forest_none_seed42.json,invalid_alignment,Full-panel embeddings were position-indexed by the legacy panel without metadata-key alignment.,1808,f81da06f7d50104bafe151cac0d47c21f22a6f557b79f910ebbc3e299b95d2a0,2026-08-10T01:37:59.567414+00:00
