report,result_number,status,rationale,representation,classifier,reducer,accuracy,balanced_accuracy,auc,majority_accuracy,accuracy_lift_vs_majority,n_test
pooled_embeddings/screening/bge_m3_short_title_mean_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_mean,logistic,none,0.5068335026318219,0.5140652382211424,0.5235936161617596,0.5153753809215994,-0.008541878289777483,21658.0
pooled_embeddings/screening/bge_m3_short_title_mean_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_mean,logistic,pca,0.501523686397636,0.5071060935731423,0.5119463176866414,0.5153753809215994,-0.013851694523963398,21658.0
pooled_embeddings/screening/roberta_masked_short_body_mean_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:body_mean,logistic,none,0.5099732200572537,0.5146355956866939,0.5202367943310491,0.5153753809215994,-0.005402160864345751,21658.0
pooled_embeddings/screening/roberta_masked_short_body_mean_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:body_mean,logistic,pca,0.5065564687413426,0.510874527742209,0.5176432260369459,0.5153753809215994,-0.008818912180256766,21658.0
pooled_embeddings/screening/roberta_masked_short_full_mean_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:full_mean,logistic,none,0.5118201126604488,0.5164359163385354,0.5208850391654394,0.5153753809215994,-0.0035552682611506015,21658.0
pooled_embeddings/screening/roberta_masked_short_full_mean_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:full_mean,logistic,pca,0.5069720195770616,0.5113942178739058,0.517690496201179,0.5153753809215994,-0.008403361344537785,21658.0
pooled_embeddings/screening/roberta_masked_short_title_mean_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_mean,logistic,none,0.5161603102779574,0.518955429749127,0.5252135112571618,0.5153753809215994,0.0007849293563579884,21658.0
pooled_embeddings/screening/roberta_masked_short_title_mean_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_mean,logistic,pca,0.5135284883184043,0.516598246418598,0.5204132593681305,0.5153753809215994,-0.0018468926031951494,21658.0
pooled_embeddings/screening/roberta_short_body_mean_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:body_mean,logistic,none,0.504524886877828,0.5106231798682158,0.5234909243333217,0.5153753809215994,-0.010850494043771364,21658.0
pooled_embeddings/screening/roberta_short_body_mean_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:body_mean,logistic,pca,0.5006925847261982,0.5077437030473602,0.5127330697357323,0.5153753809215994,-0.014682796195401249,21658.0
pooled_embeddings/screening/roberta_short_full_mean_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:full_mean,logistic,none,0.5057715393849848,0.5119406500468706,0.5229103326808946,0.5153753809215994,-0.009603841536614643,21658.0
pooled_embeddings/screening/roberta_short_full_mean_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:full_mean,logistic,pca,0.49967679379444085,0.5065109316479912,0.5117080804974194,0.5153753809215994,-0.015698587127158548,21658.0
pooled_embeddings/screening/roberta_short_title_mean_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_mean,logistic,none,0.5106196324683719,0.5146942523440812,0.5213059211676376,0.5153753809215994,-0.00475574845322746,21658.0
pooled_embeddings/screening/roberta_short_title_mean_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_mean,logistic,pca,0.49824545202696463,0.5046561453193763,0.5059250308510801,0.5153753809215994,-0.01712992889463477,21658.0
pooled_embeddings/triple_concat/bge_m3_masked_short_title_body_full_concat_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,logistic,none,0.513667005263644,0.5173835303441336,0.5279887043597944,0.5153753809215994,-0.001708375657955452,21658.0
pooled_embeddings/triple_concat/bge_m3_masked_short_title_body_full_concat_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,logistic,pca,0.5088650844953366,0.511590767182645,0.5173098979729243,0.5153753809215994,-0.006510296426262774,21658.0
pooled_embeddings/triple_concat/bge_m3_short_title_body_full_concat_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,logistic,none,0.5048019207683073,0.5109260571718723,0.5219536453303019,0.5153753809215994,-0.01057346015329208,21658.0
pooled_embeddings/triple_concat/bge_m3_short_title_body_full_concat_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,logistic,pca,0.49912272601348234,0.5052827011889206,0.5121333241922725,0.5153753809215994,-0.01625265490811706,21658.0
pooled_embeddings/triple_concat/roberta_masked_short_title_body_full_concat_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,logistic,none,0.5115892510850494,0.5147793949746745,0.521794319782166,0.5153753809215994,-0.003786129836550023,21658.0
pooled_embeddings/triple_concat/roberta_masked_short_title_body_full_concat_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,logistic,pca,0.5113583895096501,0.5153256991136084,0.5211251883295239,0.5153753809215994,-0.004016991411949333,21658.0
pooled_embeddings/triple_concat/roberta_short_title_body_full_concat_logistic_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,logistic,none,0.5111275279342506,0.5151955226465228,0.5241626420733891,0.5153753809215994,-0.004247852987348755,21658.0
pooled_embeddings/triple_concat/roberta_short_title_body_full_concat_logistic_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,logistic,pca,0.4953827684920122,0.5025354493796461,0.5043821183506978,0.5153753809215994,-0.01999261242958722,21658.0
pooled_embeddings/triple_models/bge_m3_masked_short_title_body_full_concat_linear_svm_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,linear_svm,none,0.512143318866008,0.49855556274063567,0.48517613880637045,0.5153753809215994,-0.003232062055591456,21658.0
pooled_embeddings/triple_models/bge_m3_masked_short_title_body_full_concat_linear_svm_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,linear_svm,pca,0.515560070181919,0.5002076029134126,0.483847341883776,0.5153753809215994,0.00018468926031955935,21658.0
pooled_embeddings/triple_models/bge_m3_masked_short_title_body_full_concat_mlp_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,mlp,none,0.5262258749653708,0.5202817513471228,0.5244077717612784,0.5153753809215994,0.010850494043771364,21658.0
pooled_embeddings/triple_models/bge_m3_masked_short_title_body_full_concat_mlp_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,mlp,pca,0.5074337427278603,0.5087184175895132,0.5132757846539981,0.5153753809215994,-0.007941638193739053,21658.0
pooled_embeddings/triple_models/bge_m3_masked_short_title_body_full_concat_sgd_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,sgd,none,0.5043401976175086,0.5045006351853633,0.5077789721550907,0.5153753809215994,-0.011035183304090812,21658.0
pooled_embeddings/triple_models/bge_m3_masked_short_title_body_full_concat_sgd_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:masked_short:title_body_full_concat,sgd,pca,0.49095022624434387,0.49126000440846773,0.48757216339409404,0.5153753809215994,-0.024425154677255534,21658.0
pooled_embeddings/triple_models/bge_m3_short_title_body_full_concat_linear_svm_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,linear_svm,none,0.5099732200572537,0.4987184049568221,0.4968139841022021,0.5153753809215994,-0.005402160864345751,21658.0
pooled_embeddings/triple_models/bge_m3_short_title_body_full_concat_linear_svm_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,linear_svm,pca,0.5120971465509281,0.49874668340646183,0.49291222382888805,0.5153753809215994,-0.003278234370671318,21658.0
pooled_embeddings/triple_models/bge_m3_short_title_body_full_concat_mlp_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,mlp,none,0.5229014682796196,0.5217179858929032,0.5291963213398791,0.5153753809215994,0.007526087358020184,21658.0
pooled_embeddings/triple_models/bge_m3_short_title_body_full_concat_mlp_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,mlp,pca,0.5068335026318219,0.5078518491255173,0.5121655802324743,0.5153753809215994,-0.008541878289777483,21658.0
pooled_embeddings/triple_models/bge_m3_short_title_body_full_concat_sgd_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,sgd,none,0.5024009603841537,0.49999291545028646,0.4999454532350069,0.5153753809215994,-0.012974420537445686,21658.0
pooled_embeddings/triple_models/bge_m3_short_title_body_full_concat_sgd_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,bge_m3:short:title_body_full_concat,sgd,pca,0.4939052544094561,0.49941934006275646,0.49917816235862306,0.5153753809215994,-0.021470126512143306,21658.0
pooled_embeddings/triple_models/roberta_masked_short_title_body_full_concat_linear_svm_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,linear_svm,none,0.5154215532366793,0.5005080987840933,0.5230380082165753,0.5153753809215994,4.617231507986208e-05,21658.0
pooled_embeddings/triple_models/roberta_masked_short_title_body_full_concat_linear_svm_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,linear_svm,pca,0.5129744205374458,0.4979691156651924,0.48535390552276675,0.5153753809215994,-0.0024009603841536054,21658.0
pooled_embeddings/triple_models/roberta_masked_short_title_body_full_concat_mlp_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,mlp,none,0.5212392649367439,0.5155973958629234,0.5216037155202649,0.5153753809215994,0.005863884015144483,21658.0
pooled_embeddings/triple_models/roberta_masked_short_title_body_full_concat_mlp_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,mlp,pca,0.5044787145627482,0.5049505211633766,0.5030182571748223,0.5153753809215994,-0.010896666358851226,21658.0
pooled_embeddings/triple_models/roberta_masked_short_title_body_full_concat_sgd_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,sgd,none,0.49930741527380185,0.501044860119919,0.4995896936087597,0.5153753809215994,-0.016067965647797555,21658.0
pooled_embeddings/triple_models/roberta_masked_short_title_body_full_concat_sgd_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:masked_short:title_body_full_concat,sgd,pca,0.504155508357189,0.5067886203899554,0.5071736187210746,0.5153753809215994,-0.011219872564410371,21658.0
pooled_embeddings/triple_models/roberta_short_title_body_full_concat_linear_svm_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,linear_svm,none,0.5094191522762951,0.49911600183658844,0.498897720884993,0.5153753809215994,-0.005956228645304318,21658.0
pooled_embeddings/triple_models/roberta_short_title_body_full_concat_linear_svm_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,linear_svm,pca,0.5153753809215994,0.5,0.49924851705863976,0.5153753809215994,0.0,21658.0
pooled_embeddings/triple_models/roberta_short_title_body_full_concat_mlp_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,mlp,none,0.5154677255517591,0.51392333383682,0.5161534860696244,0.5153753809215994,9.234463015972416e-05,21658.0
pooled_embeddings/triple_models/roberta_short_title_body_full_concat_mlp_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,mlp,pca,0.5088189121802568,0.5105312514339811,0.5130157219302971,0.5153753809215994,-0.006556468741342636,21658.0
pooled_embeddings/triple_models/roberta_short_title_body_full_concat_sgd_none_0.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,sgd,none,0.49584449164281097,0.49761703061563406,0.5035257755379751,0.5153753809215994,-0.019530889278788433,21658.0
pooled_embeddings/triple_models/roberta_short_title_body_full_concat_sgd_pca_128.json,1,valid_full_panel,Full-panel pooled pipeline uses row-index alignment with explicit expected-row audits; results are not directly comparable to legacy tests.,roberta:short:title_body_full_concat,sgd,pca,0.49348970357373717,0.4964182735904922,0.49672439015513214,0.5153753809215994,-0.02188567734786223,21658.0
time_aligned_embedding_extended/bge_m3_knn_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,knn,none,0.5039344262295082,0.5040017391725273,0.5075358380183806,0.5357377049180327,-0.031803278688524506,3050
time_aligned_embedding_extended/bge_m3_knn_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,knn,pca,0.5003278688524591,0.5006357661003119,0.5030094081281249,0.5357377049180327,-0.035409836065573685,3050
time_aligned_embedding_extended/bge_m3_linear_svm_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,linear_svm,none,0.4786885245901639,0.4757289484057009,0.47176956482653226,0.5357377049180327,-0.05704918032786882,3050
time_aligned_embedding_extended/bge_m3_linear_svm_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,linear_svm,pca,0.52,0.498597079019978,0.49060483787316145,0.5357377049180327,-0.015737704918032724,3050
time_aligned_embedding_extended/bge_m3_logistic_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,logistic,none,0.5124590163934426,0.520531657780636,0.5194840051449079,0.5357377049180327,-0.02327868852459014,3050
time_aligned_embedding_extended/bge_m3_logistic_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,logistic,pca,0.5039344262295082,0.5153551991923048,0.5185046400984724,0.5357377049180327,-0.031803278688524506,3050
time_aligned_embedding_extended/bge_m3_mlp_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,mlp,none,0.5124590163934426,0.5063516102040675,0.5053780798567171,0.5357377049180327,-0.02327868852459014,3050
time_aligned_embedding_extended/bge_m3_mlp_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,mlp,pca,0.5091803278688525,0.5070604180929265,0.5067576620403986,0.5357377049180327,-0.026557377049180264,3050
time_aligned_embedding_extended/bge_m3_random_forest_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,random_forest,none,0.49540983606557376,0.5008981114591762,0.511621856177693,0.5357377049180327,-0.04032786885245898,3050
