task_id	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
14	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	cls	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_cls_logistic_none_0.json	event_return_3d	next_day_return
15	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	cls	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_cls_linear_svm_none_0.json	event_return_3d	next_day_return
16	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	cls	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_cls_sgd_none_0.json	event_return_3d	next_day_return
17	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	cls	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_cls_simple_mlp_none_0.json	event_return_3d	next_day_return
18	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	cls	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_cls_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
19	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	full_max	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_full_max_logistic_none_0.json	event_return_3d	next_day_return
20	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	full_max	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_full_max_linear_svm_none_0.json	event_return_3d	next_day_return
21	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	full_max	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_full_max_sgd_none_0.json	event_return_3d	next_day_return
22	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	full_max	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_full_max_simple_mlp_none_0.json	event_return_3d	next_day_return
23	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	plain	full_max	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_plain_full_max_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
24	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	body_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_body_mean_linear_svm_none_0.json	event_return_3d	next_day_return
25	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	body_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_body_mean_sgd_none_0.json	event_return_3d	next_day_return
26	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	body_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_body_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
27	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	body_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
28	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	title_body_mean	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_title_body_mean_logistic_none_0.json	event_return_3d	next_day_return
29	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	title_body_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_title_body_mean_linear_svm_none_0.json	event_return_3d	next_day_return
30	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	title_body_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_title_body_mean_sgd_none_0.json	event_return_3d	next_day_return
31	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	title_body_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_title_body_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
32	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	title_body_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
33	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_mean_linear_svm_none_0.json	event_return_3d	next_day_return
34	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_mean_sgd_none_0.json	event_return_3d	next_day_return
35	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
36	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
37	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	cls	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_cls_logistic_none_0.json	event_return_3d	next_day_return
38	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	cls	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_cls_linear_svm_none_0.json	event_return_3d	next_day_return
39	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	cls	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_cls_sgd_none_0.json	event_return_3d	next_day_return
40	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	cls	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_cls_simple_mlp_none_0.json	event_return_3d	next_day_return
41	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	cls	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_cls_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
42	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_max	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_max_logistic_none_0.json	event_return_3d	next_day_return
43	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_max	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_max_linear_svm_none_0.json	event_return_3d	next_day_return
44	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_max	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_max_sgd_none_0.json	event_return_3d	next_day_return
45	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_max	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_max_simple_mlp_none_0.json	event_return_3d	next_day_return
46	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	short	full_max	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_short_full_max_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
47	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	body_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_body_mean_linear_svm_none_0.json	event_return_3d	next_day_return
48	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	body_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_body_mean_sgd_none_0.json	event_return_3d	next_day_return
49	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	body_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_body_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
50	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	body_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
51	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	title_body_mean	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_title_body_mean_logistic_none_0.json	event_return_3d	next_day_return
52	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	title_body_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_title_body_mean_linear_svm_none_0.json	event_return_3d	next_day_return
53	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	title_body_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_title_body_mean_sgd_none_0.json	event_return_3d	next_day_return
54	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	title_body_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_title_body_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
55	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	title_body_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
56	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_mean_linear_svm_none_0.json	event_return_3d	next_day_return
57	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_mean_sgd_none_0.json	event_return_3d	next_day_return
58	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
59	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
60	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	cls	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_cls_logistic_none_0.json	event_return_3d	next_day_return
61	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	cls	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_cls_linear_svm_none_0.json	event_return_3d	next_day_return
62	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	cls	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_cls_sgd_none_0.json	event_return_3d	next_day_return
63	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	cls	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_cls_simple_mlp_none_0.json	event_return_3d	next_day_return
64	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	cls	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_cls_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
65	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_max	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_max_logistic_none_0.json	event_return_3d	next_day_return
66	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_max	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_max_linear_svm_none_0.json	event_return_3d	next_day_return
67	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_max	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_max_sgd_none_0.json	event_return_3d	next_day_return
68	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_max	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_max_simple_mlp_none_0.json	event_return_3d	next_day_return
69	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	masked_short	full_max	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_masked_short_full_max_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
70	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	body_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_body_mean_linear_svm_none_0.json	event_return_3d	next_day_return
71	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	body_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_body_mean_sgd_none_0.json	event_return_3d	next_day_return
72	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	body_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_body_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
73	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	body_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
74	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	title_body_mean	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_title_body_mean_logistic_none_0.json	event_return_3d	next_day_return
75	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	title_body_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_title_body_mean_linear_svm_none_0.json	event_return_3d	next_day_return
76	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	title_body_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_title_body_mean_sgd_none_0.json	event_return_3d	next_day_return
77	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	title_body_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_title_body_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
78	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	title_body_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
79	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	full_mean	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_full_mean_linear_svm_none_0.json	event_return_3d	next_day_return
80	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	full_mean	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_full_mean_sgd_none_0.json	event_return_3d	next_day_return
81	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	full_mean	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_full_mean_simple_mlp_none_0.json	event_return_3d	next_day_return
82	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	full_mean	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
83	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	cls	logistic	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_cls_logistic_none_0.json	event_return_3d	next_day_return
84	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	cls	linear_svm	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_cls_linear_svm_none_0.json	event_return_3d	next_day_return
85	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	cls	sgd	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_cls_sgd_none_0.json	event_return_3d	next_day_return
86	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	cls	simple_mlp	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_cls_simple_mlp_none_0.json	event_return_3d	next_day_return
87	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	roberta	long	cls	hist_gradient_boosting	none	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_embedding_classification/classification/roberta_long_cls_hist_gradient_boosting_none_0.json	event_return_3d	next_day_return
