task_id	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
10	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_short	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/bge_m3_masked_short_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
11	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_short	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/bge_m3_masked_short_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
12	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/bge_m3_long_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
13	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/bge_m3_long_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
14	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/bge_m3_masked_long_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
15	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/bge_m3_masked_long_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
16	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_short_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
17	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_short_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
18	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_masked_short_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
19	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_masked_short_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
20	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_long_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
21	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_long_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
22	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_masked_long_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
23	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/ckip_bert_masked_long_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
24	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_short_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
25	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_short_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
26	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_short	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_masked_short_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
27	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_short	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_masked_short_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
28	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_long_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
29	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_long_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
30	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	prompt_tokens_flat	linear_svm	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_masked_long_prompt_tokens_flat_linear_svm_pca_128.json	event_return_3d	next_day_return
31	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	prompt_tokens_flat	sgd	pca	128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_classification_other/xlm_roberta_large_masked_long_prompt_tokens_flat_sgd_pca_128.json	event_return_3d	next_day_return
